Tanggal,Tweet,Sentimen,Aspek_Bisnis
2026-05-24,mantap,Positif,Fitur Produk / Transaksi
2026-05-24,good,Positif,Fitur Produk / Transaksi
2026-05-24,oke lumayan bagus lah,Positif,Fitur Produk / Transaksi
2026-05-24,cukup bagus,Positif,Fitur Produk / Transaksi
2026-05-24,baik,Positif,Fitur Produk / Transaksi
2026-05-24,sangat memuaskan,Positif,Fitur Produk / Transaksi
2026-05-24,mantap,Positif,Fitur Produk / Transaksi
2026-05-24,keren,Positif,Fitur Produk / Transaksi
2026-05-24,bagus,Positif,Fitur Produk / Transaksi
2026-05-24,sangat baik,Positif,Fitur Produk / Transaksi
2026-05-24,aplikasi yang bagus,Positif,Aplikasi Digital (Bug/UI)
2026-05-24,aplikasi nya berjalan dengan sempurna,Positif,Aplikasi Digital (Bug/UI)
2026-05-24,sangat oke,Positif,Fitur Produk / Transaksi
2026-05-24,aplikasi yang bagus dan transaksi lancar,Positif,Aplikasi Digital (Bug/UI)
2026-05-24,"sudah bagus, tapi semoga di aplikasinya ditambah riwayat pembelian Dan ada harga pada Saat beli nya misal 1 gram Saat itu 2800K",Positif,Aplikasi Digital (Bug/UI)
2026-05-24,sangat bagus,Positif,Fitur Produk / Transaksi
2026-05-24,ᴀᴘʟɪᴋᴀsɪ ᴛᴀɴɢ ᴄᴜᴋᴜᴘ ʙᴇʀɢᴜɴᴀ ʙᴀɢɪ sᴀʏᴀ,Positif,Fitur Produk / Transaksi
2026-05-24,bagus,Positif,Fitur Produk / Transaksi
2026-05-24,bagus aplikasi nya,Positif,Aplikasi Digital (Bug/UI)
2026-05-24,bagus,Positif,Fitur Produk / Transaksi
2026-05-24,sangat membantu,Positif,Customer Service / Pelayanan
2026-05-24,"trinh by pegadaian bagus si, tapi ya satu jangan sampai jatuh tempo ajaa, kalo sampe jatuh tempo gabisa bayar kecuali H-1 sebelum jatuh tempo",Positif,Harga Emas & Gadai
2026-05-24,bagusss,Positif,Fitur Produk / Transaksi
2026-05-24,aplikasi ini sangat menarik bagi saya,Positif,Aplikasi Digital (Bug/UI)
2026-05-24,bagus,Positif,Fitur Produk / Transaksi
2026-05-24,bagus apk nya,Positif,Fitur Produk / Transaksi
2026-05-24,mantab,Positif,Fitur Produk / Transaksi
2026-05-24,"Setelah datang ke fest Ramadhan Pegadaian, saya tahu ada aplikasi Pegadaian. Semua transaksinya jadi lebih mudah, semua bisa dilakukan dari HP.",Positif,Aplikasi Digital (Bug/UI)
2026-05-24,amanah semoga bermanfaat bagi semua,Positif,Fitur Produk / Transaksi
2026-05-24,lumyan walau agak susah,Positif,Fitur Produk / Transaksi
2026-05-24,Aplikasi yang sangat bagus membantu,Positif,Aplikasi Digital (Bug/UI)
2026-05-24,aplikasi yang bagus dan mudah digunakan,Positif,Aplikasi Digital (Bug/UI)
2026-05-24,mantap dan bagus,Positif,Fitur Produk / Transaksi
2026-05-24,update g jelas. fitur2 menarik apaan... hari gini bikin deskripsi ngasal.,Positif,Aplikasi Digital (Bug/UI)
2026-05-24,sangat cocok,Positif,Fitur Produk / Transaksi
2026-05-24,bagus aman cepat nice app,Positif,Fitur Produk / Transaksi
2026-05-24,5 bintang,Positif,Fitur Produk / Transaksi
2026-05-24,bagus gampang dan cepat,Positif,Fitur Produk / Transaksi
2026-05-24,"apk nya bagus banget mudah dipahami juga, pokoknya saya saranin download apk ini",Positif,Fitur Produk / Transaksi
2026-05-24,keren sekali,Positif,Fitur Produk / Transaksi
2026-05-24,"aplikasi pegadaian yang wor it menurut saya,",Positif,Aplikasi Digital (Bug/UI)
2026-05-24,sangat baik,Positif,Fitur Produk / Transaksi
2026-05-24,mau ngadai barang di tring pasti aman dan terjaga barang nya,Positif,Harga Emas & Gadai
2026-05-24,apk ini bagus untuk investasi emas dan cara menarik emas nya lumayan gampamg mantap,Positif,Harga Emas & Gadai
2026-05-24,aplikasi dibuka kok Ndak bisa tolong diperbaiki,Negatif,Aplikasi Digital (Bug/UI)
2026-05-24,bagus dan cepat,Positif,Fitur Produk / Transaksi
2026-05-24,sangat bagus,Positif,Fitur Produk / Transaksi
2026-05-24,bagussssss,Positif,Fitur Produk / Transaksi
2026-05-24,aplikasinya jadi mudah buat beli dan jual emas saya sangat suka,Positif,Aplikasi Digital (Bug/UI)
2026-05-24,apk sangat baik,Positif,Fitur Produk / Transaksi
2026-05-24,aplikasi ini bagus,Positif,Aplikasi Digital (Bug/UI)
2026-05-24,dapat dipercaya,Positif,Fitur Produk / Transaksi
2026-05-24,apk yang bagus,Positif,Fitur Produk / Transaksi
2026-05-24,"apk bagus, dan menjamin aman",Positif,Fitur Produk / Transaksi
2026-05-24,aplikasi simple,Positif,Aplikasi Digital (Bug/UI)
2026-05-24,"mantap,belajar",Positif,Fitur Produk / Transaksi
2026-05-24,bagus,Positif,Fitur Produk / Transaksi
2026-05-24,aplikasi bagus,Positif,Aplikasi Digital (Bug/UI)
2026-05-24,Bagus,Positif,Fitur Produk / Transaksi
2026-05-24,aplikasi yang sangat membantu dan no ribet,Positif,Aplikasi Digital (Bug/UI)
2026-05-24,ok,Positif,Fitur Produk / Transaksi
2026-05-24,"APLIKASI PALING TOLOLL YANG PERNAH ADA 😭😭💔💔💔, UDAH AKU MATIKAN OPSI PENGEMBANG DI HP INFINIX NOTE 40 PRO 5G, TAPI TETAP ADA MUNCUL (AKSES TIDAK DIPERBOLEHKAN) ANJINGGGGG 😭😭😭. SUSAH KALI MAU AKTIFKAN APK SATU INI, ASTAGAAA. (tapi kalo ada yang mau kasih saran, saya akan nerima apapun. yang penting bisa menyelesaikan masalah saya ini 🥺🥺🙏🏻🙏🏻)",Negatif,Aplikasi Digital (Bug/UI)
2026-05-23,apk nya bagus dan sangat rekomendasi,Positif,Fitur Produk / Transaksi
2026-05-23,sangat bagus 👍,Positif,Fitur Produk / Transaksi
2026-05-23,mantap,Positif,Fitur Produk / Transaksi
2026-05-23,aplikasi yang sangat membantu berinvetasi,Positif,Aplikasi Digital (Bug/UI)
2026-05-23,keren,Positif,Fitur Produk / Transaksi
2026-05-23,matap,Positif,Fitur Produk / Transaksi
2026-05-23,aplikasi ini rekomendasi untuk proses pegadaian juga cepat dan saya merekomendasikan aplikasi ini untuk kalian coba,Positif,Aplikasi Digital (Bug/UI)
2026-05-23,nice,Positif,Fitur Produk / Transaksi
2026-05-23,sangat membantu sekali,Positif,Customer Service / Pelayanan
2026-05-23,bagus banget coy apk nya,Positif,Fitur Produk / Transaksi
2026-05-23,bagus,Positif,Fitur Produk / Transaksi
2026-05-23,bagus,Positif,Fitur Produk / Transaksi
2026-05-23,menyenangkan,Positif,Fitur Produk / Transaksi
2026-05-23,sip bgtttt,Positif,Fitur Produk / Transaksi
2026-05-23,bagus,Positif,Fitur Produk / Transaksi
2026-05-23,good,Positif,Fitur Produk / Transaksi
2026-05-23,mantap,Positif,Fitur Produk / Transaksi
2026-05-23,Aplikasi nya bagus sangat membantu,Positif,Aplikasi Digital (Bug/UI)
2026-05-23,good job👍👍,Positif,Fitur Produk / Transaksi
2026-05-23,apk keren,Positif,Fitur Produk / Transaksi
2026-05-23,"saya udah mencoba beberapa aplikasi, tapi paling nyaman ini",Positif,Aplikasi Digital (Bug/UI)
2026-05-23,mohon bertanya apakah bank bca tidak bisa di gunakan untuk aplikasi tring,Positif,Aplikasi Digital (Bug/UI)
2026-05-23,apk nya guud bangetttt,Positif,Fitur Produk / Transaksi
2026-05-23,"Pengalaman saya di aplikasi , sangat bagus dan nyaman dipakai",Positif,Aplikasi Digital (Bug/UI)
2026-05-23,Aplikasi yang sangat membantu,Positif,Aplikasi Digital (Bug/UI)
2026-05-23,bagus sekali,Positif,Fitur Produk / Transaksi
2026-05-23,aplikasi terbaik,Positif,Aplikasi Digital (Bug/UI)
2026-05-23,semoga lancar,Positif,Fitur Produk / Transaksi
2026-05-23,sangat luar biasa,Positif,Fitur Produk / Transaksi
2026-05-23,mantap,Positif,Fitur Produk / Transaksi
2026-05-23,mantap bisa investasi emas,Positif,Harga Emas & Gadai
2026-05-23,keren banget aplikasinya,Positif,Aplikasi Digital (Bug/UI)
2026-05-23,aplikasi ini sangat bagus untuk mendapat uang tambahan dah sangat gampang sekali untuk memainkan nya,Positif,Aplikasi Digital (Bug/UI)
2026-05-23,mantap,Positif,Fitur Produk / Transaksi
2026-05-23,baik,Positif,Fitur Produk / Transaksi
2026-05-23,mantap,Positif,Fitur Produk / Transaksi
2026-05-23,aplikasinya bagus fitur-fitur menarik mantap dehh,Positif,Aplikasi Digital (Bug/UI)
2026-05-23,apk pegadaian yang bagus untuk pertama kali coba,Positif,Harga Emas & Gadai
2026-05-23,aplikasi sangat bagus mempermudah,Positif,Aplikasi Digital (Bug/UI)
2026-05-23,mantap,Positif,Fitur Produk / Transaksi
2026-05-23,masih ok,Positif,Fitur Produk / Transaksi
2026-05-23,Terbaik,Positif,Fitur Produk / Transaksi
2026-05-23,bagus banget cepet cair,Positif,Fitur Produk / Transaksi
2026-05-23,aplikasi yg sangat mudah di pahami,Positif,Aplikasi Digital (Bug/UI)
2026-05-23,sangat membantu dan terpercaya,Positif,Customer Service / Pelayanan
2026-05-23,sabar baik,Positif,Fitur Produk / Transaksi
2026-05-23,aplikasi bagus,Positif,Aplikasi Digital (Bug/UI)
2026-05-23,"mantul nih apk,ngebantu banget",Positif,Customer Service / Pelayanan
2026-05-23,nice,Positif,Fitur Produk / Transaksi
2026-05-23,proses cepat dan mudah,Positif,Fitur Produk / Transaksi
2026-05-23,nice solution,Positif,Fitur Produk / Transaksi
2026-05-23,APLIKASI NYAAA BAGUS DAN PROSES TRANSAKSINYA JUGA CEPETT,Positif,Aplikasi Digital (Bug/UI)
2026-05-23,good,Positif,Fitur Produk / Transaksi
2026-05-23,It's okay,Positif,Fitur Produk / Transaksi
2026-05-23,aplikasi ini sangat bagus,Positif,Aplikasi Digital (Bug/UI)
2026-05-23,sangat bagus dan aman,Positif,Fitur Produk / Transaksi
2026-05-23,semoga berjalan lancar,Positif,Fitur Produk / Transaksi
2026-05-23,aplikasi yang sangat bagus,Positif,Aplikasi Digital (Bug/UI)
2026-05-23,bagus,Positif,Fitur Produk / Transaksi
2026-05-23,aplikasinya bagus,Positif,Aplikasi Digital (Bug/UI)
2026-05-23,mantap,Positif,Fitur Produk / Transaksi
2026-05-23,aplikasi bagus buat pegadain wajib di download,Positif,Aplikasi Digital (Bug/UI)
2026-05-23,apk nya bagus tapi bnyk bug mohon diperbaiki,Positif,Aplikasi Digital (Bug/UI)
2026-05-23,investasi emas mudah dan cepat,Positif,Harga Emas & Gadai
2026-05-23,ok dicoba,Positif,Fitur Produk / Transaksi
2026-05-23,good,Positif,Fitur Produk / Transaksi
2026-05-23,berfungsi bagus,Positif,Fitur Produk / Transaksi
2026-05-23,"disini pelayanan nya sangat cepat hebat sekali luar biasa tetap semangat,apk ini memudahkan dan memperluas wawasan saya terimakasih atas informasinya sangat membantu dalam hidup saya.",Positif,Customer Service / Pelayanan
2026-05-23,SANGAT MEMBANTU,Positif,Customer Service / Pelayanan
2026-05-23,terbaik,Positif,Fitur Produk / Transaksi
2026-05-23,bagus,Positif,Fitur Produk / Transaksi
2026-05-23,mantap,Positif,Fitur Produk / Transaksi
2026-05-23,bagus,Positif,Fitur Produk / Transaksi
2026-05-23,bagus,Positif,Fitur Produk / Transaksi
2026-05-23,aplikasi ini sangat menarik desain yang bagus dan mudah di pahami,Positif,Aplikasi Digital (Bug/UI)
2026-05-22,oke,Positif,Fitur Produk / Transaksi
2026-05-22,rekomen banget buat yang mau nabung emas,Positif,Harga Emas & Gadai
2026-05-22,bagus apk nya,Positif,Fitur Produk / Transaksi
2026-05-22,makin kesini makin ribet mau pelunasan atau perpanjangan h-7 sampai h-7 kok selalu terjadi kesalahan bukannya tambah bagus malah tambah menyusahkan konsumen klo emang belum siap mending jangan dirilis aplikasinya lebih mudah aplikasi lama malahan,Negatif,Aplikasi Digital (Bug/UI)
2026-05-22,"ada yang bilang pembayaran bisa dilakukan H-1 sebelum jatuh tempo, jika jatuh tempo tidak bisa dibayarkan. sedangkan saya 2 bulan sebelum jatuh tempo mau dilunasi melalui tring metode pembayaran BSI dan BCA Syariah tidak bisa. komplain ke pegadian Whatsapp juga disuruh ke outlet. lalu tiap pembayaran disuruh ke outlet apa gunanya aplikasi ?",Negatif,Aplikasi Digital (Bug/UI)
2026-05-22,apk mantap jelas dahterbukti,Positif,Fitur Produk / Transaksi
2026-05-22,good,Positif,Fitur Produk / Transaksi
2026-05-22,mantap,Positif,Fitur Produk / Transaksi
2026-05-22,Perangkat'a bgs semua info dan keperluan pelayanan pegadaian ada dsn jd semua urusan penggadaian tinggal pencet dsn aja.,Positif,Harga Emas & Gadai
2026-05-22,sangat bagus,Positif,Fitur Produk / Transaksi
2026-05-22,APLIKASI bagus,Positif,Aplikasi Digital (Bug/UI)
2026-05-22,apk sangatt bagus saya suka,Positif,Fitur Produk / Transaksi
2026-05-22,sangat bagus,Positif,Fitur Produk / Transaksi
2026-05-22,mudah banget beli emas dan jual emas bisa jugaa mudah di mengerti gak ribet,Positif,Harga Emas & Gadai
2026-05-22,jos,Positif,Fitur Produk / Transaksi
2026-05-22,"bagus banget,sangat rekomendasi",Positif,Fitur Produk / Transaksi
2026-05-22,"aplikasinya bagus,dapat di percaya, bisa nyicil emas",Positif,Aplikasi Digital (Bug/UI)
2026-05-22,Pilihan pembayaran di banyakin. pilih bayar di indomaret atau alfamart. atau pembayaran lewat gopay atau shopeepay.,Negatif,Fitur Produk / Transaksi
2026-05-22,sangat bagus,Positif,Fitur Produk / Transaksi
2026-05-22,sangat baik,Positif,Fitur Produk / Transaksi
2026-05-22,aplikasi ini sangat bermanfaat bagi saya,Positif,Aplikasi Digital (Bug/UI)
2026-05-22,sangat sulit sekarang untuk penarikan,Positif,Fitur Produk / Transaksi
2026-05-22,sangat puas,Positif,Fitur Produk / Transaksi
2026-05-22,keren,Positif,Fitur Produk / Transaksi
2026-05-22,sangat di rekomendasikan apk ini,Positif,Fitur Produk / Transaksi
2026-05-22,bagusss baik,Positif,Fitur Produk / Transaksi
2026-05-22,bagus,Positif,Fitur Produk / Transaksi
2026-05-22,baguss,Positif,Fitur Produk / Transaksi
2026-05-22,nice,Positif,Fitur Produk / Transaksi
2026-05-22,good,Positif,Fitur Produk / Transaksi
2026-05-22,Aplikasi kasi nya sangat bagus mudah di pahami Dan Proses yang cepat,Positif,Aplikasi Digital (Bug/UI)
2026-05-22,apk ini sangat bagus sekali,Positif,Fitur Produk / Transaksi
2026-05-22,bagus,Positif,Fitur Produk / Transaksi
2026-05-22,mantap,Positif,Fitur Produk / Transaksi
2026-05-22,aplikasi nya bagus nyaman,Positif,Aplikasi Digital (Bug/UI)
2026-05-22,"tidak bisa di jual kembali karena no rekening nya tidak mau masuk, datang ke kantor pegadaian nya langsung tapi cuman bilang ga bisa lagi pakai BCA, hanya mandiri dan BRI saja yang bisa",Negatif,Aplikasi Digital (Bug/UI)
2026-05-22,"teruntuk kalian yang ada kendala, saya Alhamdulillah aman aman aja tuh pakai Tring by Pegadaian buat NABUNG emas. apalagi saya pakai Sistem Pegadaian Syariah..",Positif,Harga Emas & Gadai
2026-05-22,Aplikasi bGus dan dapat digunKan,Positif,Aplikasi Digital (Bug/UI)
2026-05-22,apk menarik,Positif,Fitur Produk / Transaksi
2026-05-22,ok,Positif,Fitur Produk / Transaksi
2026-05-22,mantap👍🏻,Positif,Fitur Produk / Transaksi
2026-05-22,aplikasinya sering nggak bisa di gunakan,Negatif,Aplikasi Digital (Bug/UI)
2026-05-22,baik,Positif,Fitur Produk / Transaksi
2026-05-22,ok,Positif,Fitur Produk / Transaksi
2026-05-22,yuk murah,Positif,Fitur Produk / Transaksi
2026-05-22,mantap aplikasinya wor it banget dang tidak mengecewakan aku,Positif,Aplikasi Digital (Bug/UI)
2026-05-22,keren,Positif,Fitur Produk / Transaksi
2026-05-22,"aplikasinya sangat bagus, dan mudah dipahami",Positif,Aplikasi Digital (Bug/UI)
2026-05-22,bagus,Positif,Fitur Produk / Transaksi
2026-05-22,"mau masuk untuk belanja emas gagal terus,, semoga bisa segera diperbaiki",Negatif,Aplikasi Digital (Bug/UI)
2026-05-22,keren,Positif,Fitur Produk / Transaksi
2026-05-22,aplikasi ini sangat bagus,Positif,Aplikasi Digital (Bug/UI)
2026-05-22,cepat dan bagis fiturnyaa,Positif,Fitur Produk / Transaksi
2026-05-22,OK,Positif,Fitur Produk / Transaksi
2026-05-22,bagus semoga bermanfaat aplikasi ini,Positif,Aplikasi Digital (Bug/UI)
2026-05-22,apk nya bagus!,Positif,Fitur Produk / Transaksi
2026-05-22,good,Positif,Fitur Produk / Transaksi
2026-05-22,"sudah update sandi brhasil, pas login sandi anda salah. sangat tdk profesional tring!!! 😏",Negatif,Aplikasi Digital (Bug/UI)
2026-05-22,aplikasi sama karyawan sama2 menyebalkannn,Positif,Aplikasi Digital (Bug/UI)
2026-05-22,aplikasi mantap,Positif,Aplikasi Digital (Bug/UI)
2026-05-22,lumayan bagus,Positif,Fitur Produk / Transaksi
2026-05-22,anjir bgt,Positif,Fitur Produk / Transaksi
2026-05-22,aplikasi terbukti membayar dana sangat mudah untuk di pahami,Positif,Aplikasi Digital (Bug/UI)
2026-05-22,bagus,Positif,Fitur Produk / Transaksi
2026-05-22,mantap aplikasi sngt berguna trimaksih,Positif,Aplikasi Digital (Bug/UI)
2026-05-22,"Aplikasinya sangat membantu! Semua transaksi jadi lebih mudah dan cepat tanpa harus datang ke kantor Pegadaian. Fitur investasi emasnya juga praktis dan cocok untuk pemula. Tampilan aplikasinya sederhana, mudah dipahami, dan aman digunakan. Sangat recommended untuk mengatur keuangan dan investasi! 👍",Positif,Aplikasi Digital (Bug/UI)
2026-05-22,mau gadai coba apk inih rekom banget,Positif,Harga Emas & Gadai
2026-05-22,bagus,Positif,Fitur Produk / Transaksi
2026-05-22,mantap,Positif,Fitur Produk / Transaksi
2026-05-22,Bunga & admin terlalu besar utk pinjaman tdk seberapa,Negatif,Biaya & Administrasi
2026-05-22,bagus,Positif,Fitur Produk / Transaksi
2026-05-22,baik,Positif,Fitur Produk / Transaksi
2026-05-22,mantap,Positif,Fitur Produk / Transaksi
2026-05-22,bagus,Positif,Fitur Produk / Transaksi
2026-05-22,ok,Positif,Fitur Produk / Transaksi
2026-05-22,bagus lumayan,Positif,Fitur Produk / Transaksi
2026-05-22,"App praktis, mudah dan cepat responnya.",Positif,Customer Service / Pelayanan
2026-05-22,sangat bagus,Positif,Fitur Produk / Transaksi
2026-05-22,"aplikasi buat verifikasi wajah sangat sulit, apk punya pemerintah emg selalu ribet ya",Positif,Aplikasi Digital (Bug/UI)
2026-05-22,oke bagus dan bermanfaat,Positif,Fitur Produk / Transaksi
2026-05-22,aplikasi sangat baguuus,Positif,Aplikasi Digital (Bug/UI)
2026-05-22,mantap,Positif,Fitur Produk / Transaksi
2026-05-22,keren,Positif,Fitur Produk / Transaksi
2026-05-22,sangat baik pelayanannya,Positif,Customer Service / Pelayanan
2026-05-22,bgus,Positif,Fitur Produk / Transaksi
2026-05-22,apk nya bagus,Positif,Fitur Produk / Transaksi
2026-05-22,"giluy ini apk, spread harganya jauh banget, di apk lain pas gold turun udah nyentuh 2.500.000an, disini harga belinya masih 2.690.000 dan harga jualnya cuma 2.480.000, bener bener apk nyari untung doang giluy, dan ketika harga gold naik dikit, disini harga belinya langsung naik jadi 2.730.000 dan harga jualnya cuma 2.570.000 gokil ini apk",Positif,Harga Emas & Gadai
2026-05-22,baik,Positif,Fitur Produk / Transaksi
2026-05-22,bagus sekali,Positif,Fitur Produk / Transaksi
2026-05-22,semoga bermanfaat🙏,Positif,Fitur Produk / Transaksi
2026-05-22,good,Positif,Fitur Produk / Transaksi
2026-05-22,mantap banget,Positif,Fitur Produk / Transaksi
2026-05-22,bagus,Positif,Fitur Produk / Transaksi
2026-05-22,KEREN,Positif,Fitur Produk / Transaksi
2026-05-22,baik,Positif,Fitur Produk / Transaksi
2026-05-22,oke,Positif,Fitur Produk / Transaksi
2026-05-21,oke,Positif,Fitur Produk / Transaksi
2026-05-21,good,Positif,Fitur Produk / Transaksi
2026-05-21,bagus babgett,Positif,Fitur Produk / Transaksi
2026-05-21,baik,Positif,Fitur Produk / Transaksi
2026-05-21,👍,Positif,Fitur Produk / Transaksi
2026-05-21,sangat bagus untuk dicoba pengadaian,Positif,Harga Emas & Gadai
2026-05-21,mantap tak kasih bintang 5,Positif,Fitur Produk / Transaksi
2026-05-21,mantap,Positif,Fitur Produk / Transaksi
2026-05-21,bagus aplikasinya,Positif,Aplikasi Digital (Bug/UI)
2026-05-21,sangat membantu,Positif,Customer Service / Pelayanan
2026-05-21,bagus,Positif,Fitur Produk / Transaksi
2026-05-21,"apa apaaan aplikasi lelet masa mau masuk tring loading truss, teruss pass mau ajuin gadai selalu keluar sendiri kacau ini apllikasi perlu perbaiki lagi lah masa orang tbtb mau ajuin gadai malah tring ini lelet hadeee aplikasi macam apa ini",Negatif,Aplikasi Digital (Bug/UI)
2026-05-21,apk bagus,Positif,Fitur Produk / Transaksi
2026-05-21,bagus,Positif,Fitur Produk / Transaksi
2026-05-21,spreadnya tinggi banget coyy ..,Positif,Fitur Produk / Transaksi
2026-05-21,aplikasi nya bagus+crpat tanggap respon cs,Positif,Aplikasi Digital (Bug/UI)
2026-05-21,bagus,Positif,Fitur Produk / Transaksi
2026-05-21,bagus,Positif,Fitur Produk / Transaksi
2026-05-21,apk sangat membantu saya,Positif,Customer Service / Pelayanan
2026-05-21,saya kasi bintang 5 aplikasi nyaa membantu sekalii,Positif,Aplikasi Digital (Bug/UI)
2026-05-21,Lalod sekali. pdahal jaringan untuk aplikasi lain aman saja,Positif,Aplikasi Digital (Bug/UI)
2026-05-21,bagus,Positif,Fitur Produk / Transaksi
2026-05-21,aplikasi mantap,Positif,Aplikasi Digital (Bug/UI)
2026-05-21,"mau login aja susah bgt anj masa harus nunggu 24 jam, ribet sumpah",Negatif,Aplikasi Digital (Bug/UI)
2026-05-21,mantap,Positif,Fitur Produk / Transaksi
2026-05-21,ok,Positif,Fitur Produk / Transaksi
2026-05-21,Aplikasi ini sangatlah bagus!,Positif,Aplikasi Digital (Bug/UI)
2026-05-21,"pegadaian yang sangat mudah dan gampang,,,,solusi tepat bagi yang membutuhkan",Positif,Harga Emas & Gadai
2026-05-21,sangat bagus pelayanan cepat mantap best mantap good best,Positif,Customer Service / Pelayanan
2026-05-21,good,Positif,Fitur Produk / Transaksi
2026-05-21,bagus buat pengalaman,Positif,Fitur Produk / Transaksi
2026-05-21,aplikasinya ini emg jos mntp ga nyesel dahh intinya bikin puas,Positif,Aplikasi Digital (Bug/UI)
2026-05-21,sangat bagus,Positif,Fitur Produk / Transaksi
2026-05-21,lumayan mantap lah,Positif,Fitur Produk / Transaksi
2026-05-21,bagus,Positif,Fitur Produk / Transaksi
2026-05-21,terimakasih,Positif,Fitur Produk / Transaksi
2026-05-21,aplikasi paling bagus,Positif,Aplikasi Digital (Bug/UI)
2026-05-21,tring mantap,Positif,Fitur Produk / Transaksi
2026-05-21,sangat bagus,Positif,Fitur Produk / Transaksi
2026-05-21,bagus aplikasi,Positif,Aplikasi Digital (Bug/UI)
2026-05-21,aplikasi sekelas Tring sulit banget verifikasi wajahnya 😩🤦‍♀️,Negatif,Aplikasi Digital (Bug/UI)
2026-05-21,"ini gimana sih udah jelas wajah saya dicamera malah minta verifikasi muka terus menerus , eror apa gmana apk nya",Negatif,Fitur Produk / Transaksi
2026-05-21,daritadi verifikasi wajah gagal terus,Positif,Fitur Produk / Transaksi
2026-05-21,"aplikasinya jelek, susah untuk verivikasi wajah",Positif,Aplikasi Digital (Bug/UI)
2026-05-21,aplikasi bagus,Positif,Aplikasi Digital (Bug/UI)
2026-05-21,top lah,Positif,Fitur Produk / Transaksi
2026-05-21,"Bagus banget buat nyicil beli emas, setiap ada uang langsung ditukarkan 😍😍",Positif,Harga Emas & Gadai
2026-05-21,aplikasi yang bagus,Positif,Aplikasi Digital (Bug/UI)
2026-05-21,gamee terbaik,Positif,Fitur Produk / Transaksi
2026-05-21,bagus,Positif,Fitur Produk / Transaksi
2026-05-21,bagus saya sanggat suka,Positif,Fitur Produk / Transaksi
2026-05-21,bagus,Positif,Fitur Produk / Transaksi
2026-05-21,bagus dan keren,Positif,Fitur Produk / Transaksi
2026-05-21,mantap,Positif,Fitur Produk / Transaksi
2026-05-21,memberikan kemudahan,Positif,Fitur Produk / Transaksi
2026-05-21,bagus,Positif,Fitur Produk / Transaksi
2026-05-21,sangat membantu,Positif,Customer Service / Pelayanan
2026-05-21,aplikasi nya bagus👍,Positif,Aplikasi Digital (Bug/UI)
2026-05-21,😶,Positif,Fitur Produk / Transaksi
2026-05-21,aplikasi tring sangat bagus dan cocok buat investasi emas dan aplikasi aman terpercaya,Positif,Aplikasi Digital (Bug/UI)
2026-05-21,sangat bagus aplikasi nya sangat membantu,Positif,Aplikasi Digital (Bug/UI)
2026-05-20,aplikasinya sangat bagus,Positif,Aplikasi Digital (Bug/UI)
2026-05-20,Bagus,Positif,Fitur Produk / Transaksi
2026-05-20,bagus apk nya membantu disaat butuh,Positif,Customer Service / Pelayanan
2026-05-20,lumayan membantu,Positif,Customer Service / Pelayanan
2026-05-20,"sangat mudah digunakan, bermanfaat",Positif,Fitur Produk / Transaksi
2026-05-20,nice,Positif,Fitur Produk / Transaksi
2026-05-20,aplikasi bagus mudah di pahami prosesnya jg cepat 👍,Positif,Aplikasi Digital (Bug/UI)
2026-05-20,Good,Positif,Fitur Produk / Transaksi
2026-05-20,aplikasi yg sangat membantu semoga kdpn y jadi lebih baik dan mudah di pahami pengguna baru,Positif,Aplikasi Digital (Bug/UI)
2026-05-20,apk sangat bagus sangat membantu saya terimakasih kepada developer,Positif,Customer Service / Pelayanan
2026-05-20,oke bagus banget,Positif,Fitur Produk / Transaksi
2026-05-20,mantap earn,Positif,Fitur Produk / Transaksi
2026-05-20,bagus,Positif,Fitur Produk / Transaksi
2026-05-20,masalah di penjualan tidak bisa di selesaikan dengan baik. kecewaaa berattt,Negatif,Harga Emas & Gadai
2026-05-20,apk nyaa mantap ACC nyaa cepat,Positif,Fitur Produk / Transaksi
2026-05-20,bagus,Positif,Fitur Produk / Transaksi
2026-05-20,sangat bagus,Positif,Fitur Produk / Transaksi
2026-05-20,apk nya bagus,Positif,Fitur Produk / Transaksi
2026-05-20,aplikasi ini juga membantu,Positif,Aplikasi Digital (Bug/UI)
2026-05-20,aplikasi bagus gak ribet,Positif,Aplikasi Digital (Bug/UI)
2026-05-20,nice,Positif,Fitur Produk / Transaksi
2026-05-20,MANTAP BANGET APK NYA,Positif,Fitur Produk / Transaksi
2026-05-20,ok baik,Positif,Fitur Produk / Transaksi
2026-05-20,bagus,Positif,Fitur Produk / Transaksi
2026-05-20,ok,Positif,Fitur Produk / Transaksi
2026-05-20,aplikasinya bagusss,Positif,Aplikasi Digital (Bug/UI)
2026-05-20,mohon di tingkatkan lagi,Positif,Fitur Produk / Transaksi
2026-05-20,cukup mmbantu,Positif,Customer Service / Pelayanan
2026-05-20,"nice, good apk.",Positif,Fitur Produk / Transaksi
2026-05-20,kurang,Positif,Fitur Produk / Transaksi
2026-05-20,fiturnya bagus dan mudah dipahami,Positif,Fitur Produk / Transaksi
2026-05-20,aplikasi bagus,Positif,Aplikasi Digital (Bug/UI)
2026-05-20,oke. min. sekwrang 4 dulu. no.rek. sdh bisa ditambahkan..,Positif,Fitur Produk / Transaksi
2026-05-20,aplikasi ini sangat berfungsi bagi saya,Positif,Aplikasi Digital (Bug/UI)
